Date,Carbon_Price,CO2_Emissions,GDP,Oil_Price,Coal_Price,Gas_Price,Renewable_Energy_Index,Temperature,Trading_Volume,Regulatory_Changes,Technological_Advances,Global_Events
2021-10-31,43.97475692650171,1096.098407893963,79063.64363179293,74.23213369570445,25.266447534743012,2.2005878845309956,50.57137293125155,11.932908481994803,28166.49587630207,0,1,1
2021-11-30,33.84438086758796,1976.4594650133959,94086.76809274264,40.46856336740008,20.413019989314574,2.032859259182948,88.52903742513881,15.890135148206415,23068.035270730405,0,0,1
2021-12-31,43.41587528859367,1468.6512016477016,84626.5795038883,54.399122579134556,35.16757307672283,3.859058633584381,57.347332270018754,24.34608584193923,19309.765171162275,1,0,1
2022-01-31,23.548232776067998,1976.761088190337,86262.71399098203,69.19962249696232,26.400343016449355,3.33983309318182,53.976104129337784,12.806963376262672,34578.588259074975,1,1,0
2022-02-28,39.19763063982572,1604.845519745046,75066.21909633512,46.865187090457624,27.66927788343796,3.5703058240462755,54.48015171193027,23.559759323923558,11322.983659020225,0,0,0
2022-03-31,24.300598622271394,1739.2635793983018,97804.1817361612,60.84146424816517,31.766342271072112,2.5634602115078984,83.60239036769572,18.157089251159896,10624.242577873129,0,1,1
2022-04-30,48.34006751148752,1039.1877922543206,82199.50996148188,42.17351953357014,36.62096910472381,3.1728203323726536,62.26836049264224,16.853671324686488,27151.828899929515,0,0,0
2022-05-31,35.65544965250215,1282.8069625764097,71192.75242790898,47.999860995856004,32.57963687182297,2.1279105322419625,71.02697333400492,23.230621153448343,12722.962958988808,1,1,1
2022-06-30,32.43985819971571,1120.196561213169,80319.66070639621,40.74087177842456,37.45301310894791,2.971255191869246,77.86843956619585,16.879059426528787,20077.639529843716,1,0,1
2022-07-31,27.936668363138807,1296.140197522145,50959.65991546668,71.74790813429682,25.470840696312713,3.954990279488894,93.02755869143968,20.86251454917315,18846.436613843354,0,1,0
2022-08-31,43.2270106830265,1118.727718954244,65078.74083372747,48.956987522415204,35.96093667825127,3.753010490633182,86.35221313556642,15.98537982554653,20127.647748914074,1,1,0
2022-09-30,33.68450996649646,1317.9831793939761,83008.67687463426,53.81406722787611,23.712718886119045,2.6763179036736915,63.51639526193573,23.56066589351437,15242.20924861031,0,1,0
2022-10-31,37.053018466059456,1414.26299451467,64503.880360522206,77.12325173862364,39.05583313943889,3.923140309082997,56.57413996455638,20.35037530286841,10481.44891590617,1,0,0
2022-11-30,20.563694013090654,1064.1474963487844,80900.77144994208,68.1765760769413,33.74976552775631,2.463403252942409,52.768716021059895,20.49433081375775,14619.371885549925,0,1,0
2022-12-31,38.52906491227631,1692.4721193700198,71438.43504728831,41.273557181252315,24.31015354227117,3.898637644831363,65.07993172404713,14.915806023356783,34739.21038050992,1,0,0
2023-01-31,38.362871681672644,1566.601454206575,56773.70321112251,46.587766259916506,38.94741180977849,3.8827554094129972,63.10590746198391,21.351679641053337,48970.24851272201,1,1,0
2023-02-28,38.50801990624271,1265.3894909394453,64914.116297801535,64.85913605999053,34.61711613540316,3.5984051747047836,72.80702834002398,19.540915831707117,49613.80006243576,1,1,0
2023-03-31,48.312442355438726,1523.2480534666997,78498.24553506324,63.0891435441667,25.078832851900515,3.260895873733582,84.16406677738402,13.600304100695643,26362.163814922464,1,0,1
2023-04-30,40.4546089731045,1093.9405107584416,79543.63806240866,49.51571285498034,24.26623954734964,3.748575933249894,84.78127228194286,12.408082337278845,16518.177041864215,0,0,0
2023-05-31,30.785237017213582,1575.9464955561793,78716.26244247894,77.36855991699176,30.364014278613265,2.5860405690155934,64.17594232910834,21.945872117759976,35550.47029466117,0,0,1
2023-06-30,33.110958613980245,1929.2961975762141,82660.04099285668,64.55863823863584,20.51325436109063,3.697887110625836,68.99634779500602,24.387499045528337,29612.213861949487,0,1,0
2023-07-31,40.92893587781795,1318.5689524513236,82605.16350008444,61.42531212099833,24.149401508822187,3.2357533838350476,59.05754808684515,16.872082408900642,49576.391091377256,1,1,1
2023-08-31,21.806764148878095,1667.4103799636816,71570.92177169869,63.59639905418284,28.493709375030125,2.026473715517799,89.42727561532593,18.864762479855273,12612.168286071208,1,0,0
2023-09-30,40.003001463370026,1131.7978624043922,94827.32979255315,69.20488118067078,27.48339960668451,2.694467035864439,52.84240382166202,22.86583966290332,41329.37753255252,1,0,0
2023-10-31,40.11913608854478,1716.3272041185655,68378.09350239483,52.47779981918407,29.271508487296213,2.29628172189633,84.84986208624937,16.858351800307858,21535.939893259754,1,0,0
2023-11-30,26.311476832215227,1289.4060929472012,71793.24626328134,55.928842488643674,25.552574125894637,3.963658779636506,88.93476979705517,24.278117152491042,19656.74480306296,0,0,1
2023-12-31,23.8677889296456,1183.1913620071168,94596.16775078361,48.393749959004886,31.735686929163375,2.956740614079976,88.87037809243765,18.636267430673087,36500.18286130704,0,0,0
